RT_category	SampleTypev2	KEGG_category_name	KEGG_subcategory_name	KEGG_pathway_name	KO	description	gene_mean	nSampleTypes
Upper RT	Buccal_mucosa	Metabolism	Glycan biosynthesis and metabolism	Amino sugar and nucleotide sugar metabolism	K15778	phosphomannomutase / phosphoglucomutase	3.1611292600428525e-5	527
Upper RT	Buccal_mucosa	Metabolism	Nucleotide metabolism	Purine metabolism	K15778	phosphomannomutase / phosphoglucomutase	3.1611292600428525e-5	527
Upper RT	Buccal_mucosa	Metabolism	Nucleotide metabolism	Purine metabolism	K15780	bifunctional protein TilS/HprT	7.930201263940943e-4	527
Upper RT	Buccal_mucosa	Metabolism	Amino acid metabolism	Glycine, serine and threonine metabolism	K15789	threonine 3-dehydrogenase	6.249555792290861e-8	527
Upper RT	Buccal_mucosa	Metabolism	Amino acid metabolism	Lysine biosynthesis	K15792	MurE/MurF fusion protein	2.2627269963709638e-7	527
Upper RT	Buccal_mucosa	Metabolism	Glycan biosynthesis and metabolism	Peptidoglycan biosynthesis	K15792	MurE/MurF fusion protein	2.2627269963709638e-7	527
Upper RT	Buccal_mucosa	Metabolism	Carbohydrate metabolism	Fructose and mannose metabolism	K15856	GDP-4-dehydro-6-deoxy-D-mannose reductase	1.289106739670565e-6	527
Upper RT	Buccal_mucosa	Metabolism	Glycan biosynthesis and metabolism	Biosynthesis of various nucleotide sugars	K15856	GDP-4-dehydro-6-deoxy-D-mannose reductase	1.289106739670565e-6	527
Upper RT	Buccal_mucosa	Metabolism	Glycan biosynthesis and metabolism	Biosynthesis of various nucleotide sugars	K15857	CDP-3, 6-dideoxy-D-glycero-D-glycero-4-hexulose-5-epimerase	2.0529211873810167e-7	527
Upper RT	Buccal_mucosa	Environmental Information Processing	Signal transduction	Two-component system	K15862	cytochrome c oxidase cbb3-type subunit I/II	1.0996931357554455e-5	527
Upper RT	Buccal_mucosa	Metabolism	Energy metabolism	Oxidative phosphorylation	K15862	cytochrome c oxidase cbb3-type subunit I/II	1.0996931357554455e-5	527
Upper RT	Buccal_mucosa	Metabolism	Amino acid metabolism	Phenylalanine metabolism	K15866	2-(1,2-epoxy-1,2-dihydrophenyl)acetyl-CoA isomerase	1.6408806413123902e-5	527
Upper RT	Buccal_mucosa	Metabolism	Energy metabolism	Nitrogen metabolism	K15876	cytochrome c nitrite reductase small subunit	9.569664102697694e-5	527
Upper RT	Buccal_mucosa	Metabolism	Glycan biosynthesis and metabolism	Biosynthesis of various nucleotide sugars	K15894	UDP-N-acetylglucosamine 4,6-dehydratase	7.896618372176932e-6	527
Upper RT	Buccal_mucosa	Metabolism	Glycan biosynthesis and metabolism	Biosynthesis of various nucleotide sugars	K15895	UDP-4-amino-4,6-dideoxy-L-N-acetyl-beta-L-altrosamine transaminase	2.029812557279079e-6	527
Upper RT	Buccal_mucosa	Metabolism	Glycan biosynthesis and metabolism	Biosynthesis of various nucleotide sugars	K15896	UDP-4-amino-4,6-dideoxy-N-acetyl-beta-L-altrosamine N-acetyltransferase	1.1850661109528606e-6	527
Upper RT	Buccal_mucosa	Metabolism	Glycan biosynthesis and metabolism	Biosynthesis of various nucleotide sugars	K15897	UDP-2,4-diacetamido-2,4,6-trideoxy-beta-L-altropyranose hydrolase	1.5016211239560696e-6	527
Upper RT	Buccal_mucosa	Metabolism	Glycan biosynthesis and metabolism	Biosynthesis of various nucleotide sugars	K15898	pseudaminic acid synthase	2.2180594525604566e-6	527
Upper RT	Buccal_mucosa	Metabolism	Glycan biosynthesis and metabolism	Biosynthesis of various nucleotide sugars	K15899	pseudaminic acid cytidylyltransferase	5.442263336247413e-6	527
Upper RT	Buccal_mucosa	Metabolism	Glycan biosynthesis and metabolism	Biosynthesis of various nucleotide sugars	K15910	UDP-N-acetylbacillosamine transaminase	3.319296787277403e-6	527
Upper RT	Buccal_mucosa	Metabolism	Glycan biosynthesis and metabolism	Biosynthesis of various nucleotide sugars	K15912	UDP-N-acetylglucosamine 4,6-dehydratase	2.376843684093314e-6	527
Upper RT	Buccal_mucosa	Metabolism	Glycan biosynthesis and metabolism	Biosynthesis of various nucleotide sugars	K15913	UDP-N-acetylbacillosamine N-acetyltransferase	2.595344820992804e-7	527
Upper RT	Buccal_mucosa	Metabolism	Carbohydrate metabolism	Fructose and mannose metabolism	K15916	glucose/mannose-6-phosphate isomerase	6.629237260302326e-6	527
Upper RT	Buccal_mucosa	Metabolism	Carbohydrate metabolism	Glycolysis / Gluconeogenesis	K15916	glucose/mannose-6-phosphate isomerase	6.629237260302326e-6	527
Upper RT	Buccal_mucosa	Metabolism	Carbohydrate metabolism	Pentose phosphate pathway	K15916	glucose/mannose-6-phosphate isomerase	6.629237260302326e-6	527
Upper RT	Buccal_mucosa	Metabolism	Carbohydrate metabolism	Starch and sucrose metabolism	K15916	glucose/mannose-6-phosphate isomerase	6.629237260302326e-6	527
Upper RT	Buccal_mucosa	Metabolism	Glycan biosynthesis and metabolism	Amino sugar and nucleotide sugar metabolism	K15916	glucose/mannose-6-phosphate isomerase	6.629237260302326e-6	527
Upper RT	Buccal_mucosa	Metabolism	Glycan biosynthesis and metabolism	Other glycan degradation	K15923	alpha-L-fucosidase 2	1.5147783179103927e-4	527
Upper RT	Buccal_mucosa	Metabolism	Energy metabolism	Oxidative phosphorylation	K15986	manganese-dependent inorganic pyrophosphatase	4.020280837068601e-4	527
Upper RT	Buccal_mucosa	Cellular Processes	Cellular community - prokaryotes	Biofilm formation - Pseudomonas aeruginosa	K16011	mannose-1-phosphate guanylyltransferase / mannose-6-phosphate isomerase	8.391288700933922e-6	527
Upper RT	Buccal_mucosa	Metabolism	Carbohydrate metabolism	Fructose and mannose metabolism	K16011	mannose-1-phosphate guanylyltransferase / mannose-6-phosphate isomerase	8.391288700933922e-6	527
Upper RT	Buccal_mucosa	Metabolism	Glycan biosynthesis and metabolism	Amino sugar and nucleotide sugar metabolism	K16011	mannose-1-phosphate guanylyltransferase / mannose-6-phosphate isomerase	8.391288700933922e-6	527
Upper RT	Buccal_mucosa	Metabolism	Glycan biosynthesis and metabolism	Biosynthesis of various nucleotide sugars	K16011	mannose-1-phosphate guanylyltransferase / mannose-6-phosphate isomerase	8.391288700933922e-6	527
Upper RT	Buccal_mucosa	Environmental Information Processing	Membrane transport	ABC transporters	K16012	ATP-binding cassette, subfamily C, bacterial CydC	1.0854993096123264e-4	527
Upper RT	Buccal_mucosa	Environmental Information Processing	Membrane transport	ABC transporters	K16013	ATP-binding cassette, subfamily C, bacterial CydD	9.597696564369289e-5	527
Upper RT	Buccal_mucosa	Environmental Information Processing	Membrane transport	ABC transporters	K16014	ATP-binding cassette, subfamily C, bacterial CydCD	3.5160985911365584e-5	527
Upper RT	Buccal_mucosa	Metabolism	Metabolism of terpenoids and polyketides	Biosynthesis of ansamycins	K16019	3,4-Dideoxy-4-amino-D-arabino-heptulosonate 7-phosphate synthase	3.5417057299857247e-6	527
Upper RT	Buccal_mucosa	Metabolism	Carbohydrate metabolism	Inositol phosphate metabolism	K16044	scyllo-inositol 2-dehydrogenase (NADP+)	1.5884661471967472e-6	527
Upper RT	Buccal_mucosa	Metabolism	Amino acid metabolism	Glycine, serine and threonine metabolism	K16066	3-hydroxy acid dehydrogenase / malonic semialdehyde reductase	1.983965675950213e-4	527
Upper RT	Buccal_mucosa	Metabolism	Nucleotide metabolism	Pyrimidine metabolism	K16066	3-hydroxy acid dehydrogenase / malonic semialdehyde reductase	1.983965675950213e-4	527
Upper RT	Buccal_mucosa	Metabolism	Carbohydrate metabolism	Starch and sucrose metabolism	K16147	starch synthase (maltosyl-transferring)	2.4012891479691936e-5	527
Upper RT	Buccal_mucosa	Metabolism	Carbohydrate metabolism	Starch and sucrose metabolism	K16148	alpha-maltose-1-phosphate synthase	2.6164090539411714e-5	527
Upper RT	Buccal_mucosa	Metabolism	Carbohydrate metabolism	Starch and sucrose metabolism	K16149	1,4-alpha-glucan branching enzyme	5.920878919320299e-6	527
Upper RT	Buccal_mucosa	Metabolism	Carbohydrate metabolism	Starch and sucrose metabolism	K16153	glycogen phosphorylase/synthase	1.0419091238343427e-5	527
Upper RT	Buccal_mucosa	Metabolism	Amino acid metabolism	Tyrosine metabolism	K16165	fumarylpyruvate hydrolase	5.807354411656291e-6	527
Upper RT	Buccal_mucosa	Metabolism	Amino acid metabolism	Tyrosine metabolism	K16171	fumarylacetoacetate (FAA) hydrolase	9.525832184238123e-7	527
Upper RT	Buccal_mucosa	Metabolism	Xenobiotics biodegradation and metabolism	Styrene degradation	K16171	fumarylacetoacetate (FAA) hydrolase	9.525832184238123e-7	527
Upper RT	Buccal_mucosa	Environmental Information Processing	Membrane transport	ABC transporters	K16200	dipeptide transport system permease protein	8.534152723917411e-8	527
Upper RT	Buccal_mucosa	Environmental Information Processing	Membrane transport	ABC transporters	K16201	dipeptide transport system permease protein	1.0302376535705899e-5	527
Upper RT	Buccal_mucosa	Environmental Information Processing	Membrane transport	ABC transporters	K16202	dipeptide transport system ATP-binding protein	4.1807414150509046e-4	527
Upper RT	Buccal_mucosa	Metabolism	Nucleotide metabolism	Pyrimidine metabolism	K16328	pseudouridine kinase	3.57754485178152e-6	527
Upper RT	Buccal_mucosa	Metabolism	Nucleotide metabolism	Pyrimidine metabolism	K16329	pseudouridylate synthase	1.1847839568195563e-5	527
Upper RT	Buccal_mucosa	Metabolism	Nucleotide metabolism	Pyrimidine metabolism	K16330	pseudouridylate synthase / pseudouridine kinase	6.8590809239348275e-6	527
Upper RT	Buccal_mucosa	Metabolism	Glycan biosynthesis and metabolism	Lipopolysaccharide biosynthesis	K16363	UDP-3-O-[3-hydroxymyristoyl] N-acetylglucosamine deacetylase / 3-hydroxyacyl-[acyl-carrier-protein] dehydratase	5.998819973709845e-5	527
Upper RT	Buccal_mucosa	Metabolism	Lipid metabolism	Fatty acid biosynthesis	K16363	UDP-3-O-[3-hydroxymyristoyl] N-acetylglucosamine deacetylase / 3-hydroxyacyl-[acyl-carrier-protein] dehydratase	5.998819973709845e-5	527
Upper RT	Buccal_mucosa	Metabolism	Carbohydrate metabolism	Fructose and mannose metabolism	K16370	6-phosphofructokinase 2	8.384839193597611e-6	527
Upper RT	Buccal_mucosa	Metabolism	Carbohydrate metabolism	Galactose metabolism	K16370	6-phosphofructokinase 2	8.384839193597611e-6	527
Upper RT	Buccal_mucosa	Metabolism	Carbohydrate metabolism	Glycolysis / Gluconeogenesis	K16370	6-phosphofructokinase 2	8.384839193597611e-6	527
Upper RT	Buccal_mucosa	Metabolism	Carbohydrate metabolism	Pentose phosphate pathway	K16370	6-phosphofructokinase 2	8.384839193597611e-6	527
Upper RT	Buccal_mucosa	Metabolism	Energy metabolism	Methane metabolism	K16370	6-phosphofructokinase 2	8.384839193597611e-6	527
Upper RT	Buccal_mucosa	Metabolism	Carbohydrate metabolism	Galactose metabolism	K16371	D-tagatose-1,6-bisphosphate aldolase subunit GatZ/KbaZ	3.4007478294612027e-6	527
Upper RT	Buccal_mucosa	Metabolism	Metabolism of terpenoids and polyketides	Biosynthesis of vancomycin group antibiotics	K16436	dTDP-3-amino-2,3,6-trideoxy-4-keto-D-glucose/dTDP-3-amino-3,4,6-trideoxy-alpha-D-glucose/dTDP-2,6-dideoxy-D-kanosamine transaminase	6.885231770663076e-8	527
Upper RT	Buccal_mucosa	Metabolism	Metabolism of terpenoids and polyketides	Polyketide sugar unit biosynthesis	K16436	dTDP-3-amino-2,3,6-trideoxy-4-keto-D-glucose/dTDP-3-amino-3,4,6-trideoxy-alpha-D-glucose/dTDP-2,6-dideoxy-D-kanosamine transaminase	6.885231770663076e-8	527
Upper RT	Buccal_mucosa	Metabolism	Xenobiotics biodegradation and metabolism	Benzoate degradation	K16514	4-oxalomesaconate tautomerase	1.6842498262212997e-6	527
Upper RT	Buccal_mucosa	Metabolism	Glycan biosynthesis and metabolism	Arabinogalactan biosynthesis - Mycobacterium	K16647	arabinofuranan 3-O-arabinosyltransferase	2.7127849237897754e-6	527
Upper RT	Buccal_mucosa	Metabolism	Glycan biosynthesis and metabolism	Lipoarabinomannan (LAM) biosynthesis	K16647	arabinofuranan 3-O-arabinosyltransferase	2.7127849237897754e-6	527
Upper RT	Buccal_mucosa	Metabolism	Glycan biosynthesis and metabolism	Arabinogalactan biosynthesis - Mycobacterium	K16648	arabinofuranan 3-O-arabinosyltransferase	9.955092822582324e-8	527
Upper RT	Buccal_mucosa	Metabolism	Glycan biosynthesis and metabolism	Lipoarabinomannan (LAM) biosynthesis	K16648	arabinofuranan 3-O-arabinosyltransferase	9.955092822582324e-8	527
Upper RT	Buccal_mucosa	Metabolism	Glycan biosynthesis and metabolism	Arabinogalactan biosynthesis - Mycobacterium	K16649	rhamnopyranosyl-N-acetylglucosaminyl-diphospho-decaprenol beta-1,3/1,4-galactofuranosyltransferase	7.016983498701829e-6	527
Upper RT	Buccal_mucosa	Metabolism	Glycan biosynthesis and metabolism	Arabinogalactan biosynthesis - Mycobacterium	K16650	galactofuranosylgalactofuranosylrhamnosyl-N-acetylglucosaminyl-diphospho-decaprenol beta-1,5/1,6-galactofuranosyltransferase	1.5617797277715862e-5	527
Upper RT	Buccal_mucosa	Metabolism	Metabolism of cofactors and vitamins	Porphyrin metabolism	K16651	L-threonine kinase	4.494178189601836e-5	527
Upper RT	Buccal_mucosa	Environmental Information Processing	Signal transduction	Two-component system	K16692	tyrosine-protein kinase Etk/Wzc	3.9292870938503116e-5	527
Upper RT	Buccal_mucosa	Metabolism	Glycan biosynthesis and metabolism	Exopolysaccharide biosynthesis	K16702	amylovoran biosynthesis glycosyltransferase AmsE	2.508098998137498e-6	527
Upper RT	Buccal_mucosa	Metabolism	Glycan biosynthesis and metabolism	Exopolysaccharide biosynthesis	K16707	UDP-galactose-lipid carrier transferase	1.4124824266758764e-5	527
Upper RT	Buccal_mucosa	Environmental Information Processing	Membrane transport	ABC transporters	K16783	biotin transport system permease protein	1.9850685488847043e-5	527
Upper RT	Buccal_mucosa	Environmental Information Processing	Membrane transport	ABC transporters	K16784	biotin transport system ATP-binding protein	1.644117403813318e-5	527
Upper RT	Buccal_mucosa	Environmental Information Processing	Membrane transport	ABC transporters	K16785	energy-coupling factor transport system permease protein	0.0014984380418433011	527
Upper RT	Buccal_mucosa	Environmental Information Processing	Membrane transport	ABC transporters	K16786	energy-coupling factor transport system ATP-binding protein	0.0013355752052692964	527
Upper RT	Buccal_mucosa	Environmental Information Processing	Membrane transport	ABC transporters	K16787	energy-coupling factor transport system ATP-binding protein	0.0013871324012443833	527
Upper RT	Buccal_mucosa	Metabolism	Amino acid metabolism	Lysine biosynthesis	K16792	methanogen homoaconitase large subunit	6.178011388719244e-5	527
Upper RT	Buccal_mucosa	Metabolism	Energy metabolism	Methane metabolism	K16792	methanogen homoaconitase large subunit	6.178011388719244e-5	527
Upper RT	Buccal_mucosa	Metabolism	Amino acid metabolism	Lysine biosynthesis	K16793	methanogen homoaconitase small subunit	9.121954168445811e-5	527
Upper RT	Buccal_mucosa	Metabolism	Energy metabolism	Methane metabolism	K16793	methanogen homoaconitase small subunit	9.121954168445811e-5	527
Upper RT	Buccal_mucosa	Metabolism	Nucleotide metabolism	Purine metabolism	K16841	allantoin racemase	2.720144405904158e-6	527
Upper RT	Buccal_mucosa	Metabolism	Nucleotide metabolism	Purine metabolism	K16842	allantoinase	1.5266903878493368e-6	527
Upper RT	Buccal_mucosa	Metabolism	Carbohydrate metabolism	Pentose and glucuronate interconversions	K16849	altronate dehydratase small subunit	2.5135118243470656e-7	527
Upper RT	Buccal_mucosa	Metabolism	Carbohydrate metabolism	Pentose and glucuronate interconversions	K16850	altronate dehydratase large subunit	5.682954102435578e-6	527
Upper RT	Buccal_mucosa	Metabolism	Nucleotide metabolism	Purine metabolism	K16856	ureidoglycolate lyase	3.849563680916231e-7	527
Upper RT	Buccal_mucosa	Metabolism	Glycan biosynthesis and metabolism	Arabinogalactan biosynthesis - Mycobacterium	K16870	N-acetylglucosaminyl-diphospho-decaprenol L-rhamnosyltransferase	2.412315801758513e-5	527
Upper RT	Buccal_mucosa	Metabolism	Xenobiotics biodegradation and metabolism	Furfural degradation	K16875	2,5-furandicarboxylate decarboxylase 2	3.27507380134787e-5	527
Upper RT	Buccal_mucosa	Environmental Information Processing	Membrane transport	ABC transporters	K16905	fluoroquinolone transport system permease protein	3.5362263114027414e-7	527
Upper RT	Buccal_mucosa	Environmental Information Processing	Membrane transport	ABC transporters	K16906	fluoroquinolone transport system permease protein	4.6898297334776626e-7	527
Upper RT	Buccal_mucosa	Environmental Information Processing	Membrane transport	ABC transporters	K16907	fluoroquinolone transport system ATP-binding protein	1.2789425878331195e-6	527
Upper RT	Buccal_mucosa	Environmental Information Processing	Membrane transport	ABC transporters	K16915	nickel transport protein	8.084309357233437e-5	527
Upper RT	Buccal_mucosa	Metabolism	Energy metabolism	Sulfur metabolism	K16937	thiosulfate dehydrogenase (quinone) large subunit	3.008525004143506e-5	527
Upper RT	Buccal_mucosa	Metabolism	Energy metabolism	Sulfur metabolism	K16950	anaerobic sulfite reductase subunit A	1.0932030429717676e-5	527
Upper RT	Buccal_mucosa	Metabolism	Energy metabolism	Sulfur metabolism	K16951	anaerobic sulfite reductase subunit B	1.436887059355866e-5	527
Upper RT	Buccal_mucosa	Environmental Information Processing	Membrane transport	ABC transporters	K16957	L-cystine transport system substrate-binding protein	1.3868481982608707e-4	527
Upper RT	Buccal_mucosa	Environmental Information Processing	Membrane transport	ABC transporters	K16958	L-cystine transport system permease protein	1.3872116187293358e-4	527
Upper RT	Buccal_mucosa	Environmental Information Processing	Membrane transport	ABC transporters	K16959	L-cystine transport system permease protein	1.457769320263476e-4	527
Upper RT	Buccal_mucosa	Environmental Information Processing	Membrane transport	ABC transporters	K16960	L-cystine transport system ATP-binding protein	0.0012138604012750564	527
Upper RT	Buccal_mucosa	Environmental Information Processing	Membrane transport	ABC transporters	K16961	putative S-methylcysteine transport system substrate-binding protein	1.2226733396698045e-5	527
Upper RT	Buccal_mucosa	Environmental Information Processing	Membrane transport	ABC transporters	K16962	putative S-methylcysteine transport system permease protein	8.164153344611908e-7	527
Upper RT	Buccal_mucosa	Environmental Information Processing	Membrane transport	ABC transporters	K16963	putative S-methylcysteine transport system ATP-binding protein	0.0012679962161942927	527
Upper RT	Buccal_mucosa	Metabolism	Energy metabolism	Sulfur metabolism	K16967	dimethyl-sulfide monooxygenase	2.7839782484431727e-5	527
Upper RT	Buccal_mucosa	Environmental Information Processing	Signal transduction	Two-component system	K17061	two-component system, response regulator AauR	1.7774225728367672e-6	527
Upper RT	Buccal_mucosa	Environmental Information Processing	Membrane transport	ABC transporters	K17062	arginine/lysine/histidine/glutamine transport system substrate-binding and permease protein	5.632697014634802e-5	527
Upper RT	Buccal_mucosa	Environmental Information Processing	Membrane transport	ABC transporters	K17063	arginine/lysine/histidine/glutamine transport system ATP-binding protein	0.001537370391220186	527
Upper RT	Buccal_mucosa	Metabolism	Amino acid metabolism	Cysteine and methionine metabolism	K17069	O-acetylhomoserine/O-acetylserine sulfhydrylase	2.5079160790363524e-4	527
Upper RT	Buccal_mucosa	Metabolism	Energy metabolism	Sulfur metabolism	K17069	O-acetylhomoserine/O-acetylserine sulfhydrylase	2.5079160790363524e-4	527
Upper RT	Buccal_mucosa	Environmental Information Processing	Membrane transport	ABC transporters	K17073	putative lysine transport system substrate-binding protein	4.6354522954788476e-4	527
Upper RT	Buccal_mucosa	Environmental Information Processing	Membrane transport	ABC transporters	K17074	putative lysine transport system permease protein	4.466955216695604e-4	527
Upper RT	Buccal_mucosa	Environmental Information Processing	Membrane transport	ABC transporters	K17076	putative lysine transport system ATP-binding protein	0.001240985341493324	527
Upper RT	Buccal_mucosa	Environmental Information Processing	Membrane transport	ABC transporters	K17077	arginine/lysine/histidine transport system permease protein	9.597541445432107e-5	527
Upper RT	Buccal_mucosa	Metabolism	Amino acid metabolism	Glycine, serine and threonine metabolism	K17103	CDP-diacylglycerol---serine O-phosphatidyltransferase	2.099532800737452e-4	527
Upper RT	Buccal_mucosa	Metabolism	Lipid metabolism	Glycerophospholipid metabolism	K17103	CDP-diacylglycerol---serine O-phosphatidyltransferase	2.099532800737452e-4	527
Upper RT	Buccal_mucosa	Metabolism	Carbohydrate metabolism	Fructose and mannose metabolism	K17195	D-allulose-6-phosphate 3-epimerase	2.6434035090699813e-6	527
Upper RT	Buccal_mucosa	Environmental Information Processing	Membrane transport	ABC transporters	K17203	erythritol transport system permease protein	8.676980267019533e-7	527
Upper RT	Buccal_mucosa	Environmental Information Processing	Membrane transport	ABC transporters	K17204	erythritol transport system ATP-binding protein	1.2189776587139191e-6	527
Upper RT	Buccal_mucosa	Environmental Information Processing	Membrane transport	ABC transporters	K17213	inositol transport system substrate-binding protein	3.4206043773326276e-5	527
Upper RT	Buccal_mucosa	Environmental Information Processing	Membrane transport	ABC transporters	K17214	inositol transport system permease protein	1.3702579283814516e-5	527
Upper RT	Buccal_mucosa	Environmental Information Processing	Membrane transport	ABC transporters	K17215	inositol transport system ATP-binding protein	3.493549344187413e-5	527
Upper RT	Buccal_mucosa	Metabolism	Amino acid metabolism	Cysteine and methionine metabolism	K17217	cystathionine gamma-lyase / homocysteine desulfhydrase	5.0975000653325354e-06	527
Upper RT	Buccal_mucosa	Metabolism	Amino acid metabolism	Glycine, serine and threonine metabolism	K17217	cystathionine gamma-lyase / homocysteine desulfhydrase	5.0975000653325354e-06	527
Upper RT	Buccal_mucosa	Metabolism	Energy metabolism	Sulfur metabolism	K17217	cystathionine gamma-lyase / homocysteine desulfhydrase	5.0975000653325354e-06	527
Upper RT	Buccal_mucosa	Metabolism	Metabolism of cofactors and vitamins	One carbon pool by folate	K17217	cystathionine gamma-lyase / homocysteine desulfhydrase	5.0975000653325354e-06	527
Upper RT	Buccal_mucosa	Metabolism	Energy metabolism	Sulfur metabolism	K17218	sulfide:quinone oxidoreductase	2.54963957601453e-6	527
Upper RT	Buccal_mucosa	Metabolism	Energy metabolism	Sulfur metabolism	K17222	L-cysteine S-thiosulfotransferase	1.5457036901021291e-9	527
Upper RT	Buccal_mucosa	Metabolism	Energy metabolism	Sulfur metabolism	K17223	L-cysteine S-thiosulfotransferase	0	527
Upper RT	Buccal_mucosa	Metabolism	Energy metabolism	Sulfur metabolism	K17224	S-sulfosulfanyl-L-cysteine sulfohydrolase	1.3216477193427602e-8	527
Upper RT	Buccal_mucosa	Metabolism	Energy metabolism	Sulfur metabolism	K17226	sulfur-oxidizing protein SoxY	2.816777294508608e-6	527
Upper RT	Buccal_mucosa	Metabolism	Energy metabolism	Sulfur metabolism	K17227	sulfur-oxidizing protein SoxZ	7.5570904411631584e-6	527
Upper RT	Buccal_mucosa	Metabolism	Energy metabolism	Sulfur metabolism	K17228	dimethylsulfone monooxygenase	1.6172423037417721e-6	527
Upper RT	Buccal_mucosa	Metabolism	Energy metabolism	Sulfur metabolism	K17229	sulfide dehydrogenase [flavocytochrome c] flavoprotein chain	2.4377747941958633e-6	527
Upper RT	Buccal_mucosa	Environmental Information Processing	Membrane transport	ABC transporters	K17315	glucose/mannose transport system substrate-binding protein	1.1845646418824754e-5	527
Upper RT	Buccal_mucosa	Environmental Information Processing	Membrane transport	ABC transporters	K17316	glucose/mannose transport system permease protein	2.8222008454122566e-5	527
Upper RT	Buccal_mucosa	Environmental Information Processing	Membrane transport	ABC transporters	K17317	glucose/mannose transport system permease protein	2.024654031682413e-5	527
Upper RT	Buccal_mucosa	Environmental Information Processing	Membrane transport	ABC transporters	K17318	putative aldouronate transport system substrate-binding protein	3.7717811058049483e-4	527
Upper RT	Buccal_mucosa	Environmental Information Processing	Membrane transport	ABC transporters	K17319	putative aldouronate transport system permease protein	3.9326487733236024e-4	527
Upper RT	Buccal_mucosa	Environmental Information Processing	Membrane transport	ABC transporters	K17320	putative aldouronate transport system permease protein	4.419305274815949e-4	527
Upper RT	Buccal_mucosa	Environmental Information Processing	Membrane transport	ABC transporters	K17322	glycerol transport system permease protein	6.454944149987872e-8	527
Upper RT	Buccal_mucosa	Environmental Information Processing	Membrane transport	ABC transporters	K17324	glycerol transport system ATP-binding protein	4.872980147318566e-8	527
Upper RT	Buccal_mucosa	Environmental Information Processing	Membrane transport	ABC transporters	K17325	glycerol transport system ATP-binding protein	5.506664699626274e-8	527
Upper RT	Buccal_mucosa	Environmental Information Processing	Membrane transport	ABC transporters	K17329	N,N'-diacetylchitobiose transport system substrate-binding protein	5.208273944113653e-7	527
Upper RT	Buccal_mucosa	Environmental Information Processing	Membrane transport	ABC transporters	K17331	N,N'-diacetylchitobiose transport system permease protein	5.064023722340983e-7	527
Upper RT	Buccal_mucosa	Metabolism	Amino acid metabolism	Histidine metabolism	K17363	urocanate reductase	2.1104598608272624e-7	527
Upper RT	Buccal_mucosa	Metabolism	Amino acid metabolism	Lysine biosynthesis	K17450	homoaconitase	9.921973089813953e-6	527
Upper RT	Buccal_mucosa	Metabolism	Carbohydrate metabolism	Propanoate metabolism	K17489	methylmalonyl-CoA carboxyltransferase 12S subunit	7.732650642039154e-5	527
Upper RT	Buccal_mucosa	Human Diseases	Neurodegenerative disease	Spinocerebellar ataxia	K17680	twinkle mtDNA helicase	4.837177263312545e-7	527
Upper RT	Buccal_mucosa	Environmental Information Processing	Signal transduction	MAPK signaling pathway - plant	K17686	P-type Cu+ transporter	6.185819413300381e-4	527
Upper RT	Buccal_mucosa	Human Diseases	Drug resistance: antineoplastic	Platinum drug resistance	K17686	P-type Cu+ transporter	6.185819413300381e-4	527
Upper RT	Buccal_mucosa	Organismal Systems	Digestive system	Mineral absorption	K17686	P-type Cu+ transporter	6.185819413300381e-4	527
Upper RT	Buccal_mucosa	Metabolism	Carbohydrate metabolism	Galactose metabolism	K17716	UDP-glucose 4-epimerase	3.3310827836343466e-5	527
Upper RT	Buccal_mucosa	Metabolism	Glycan biosynthesis and metabolism	Amino sugar and nucleotide sugar metabolism	K17716	UDP-glucose 4-epimerase	3.3310827836343466e-5	527
Upper RT	Buccal_mucosa	Metabolism	Metabolism of cofactors and vitamins	Pantothenate and CoA biosynthesis	K17722	dihydropyrimidine dehydrogenase (NAD+) subunit PreT	1.0752066566836906e-6	527
Upper RT	Buccal_mucosa	Metabolism	Metabolism of other amino acids	beta-Alanine metabolism	K17722	dihydropyrimidine dehydrogenase (NAD+) subunit PreT	1.0752066566836906e-6	527
Upper RT	Buccal_mucosa	Metabolism	Nucleotide metabolism	Pyrimidine metabolism	K17722	dihydropyrimidine dehydrogenase (NAD+) subunit PreT	1.0752066566836906e-6	527
Upper RT	Buccal_mucosa	Metabolism	Metabolism of cofactors and vitamins	Pantothenate and CoA biosynthesis	K17723	dihydropyrimidine dehydrogenase (NAD+) subunit PreA	5.251893328493594e-7	527
Upper RT	Buccal_mucosa	Metabolism	Metabolism of other amino acids	beta-Alanine metabolism	K17723	dihydropyrimidine dehydrogenase (NAD+) subunit PreA	5.251893328493594e-7	527
Upper RT	Buccal_mucosa	Metabolism	Nucleotide metabolism	Pyrimidine metabolism	K17723	dihydropyrimidine dehydrogenase (NAD+) subunit PreA	5.251893328493594e-7	527
Upper RT	Buccal_mucosa	Metabolism	Amino acid metabolism	Alanine, aspartate and glutamate metabolism	K17761	succinate-semialdehyde dehydrogenase, mitochondrial	3.35681600486827e-8	527
Upper RT	Buccal_mucosa	Metabolism	Carbohydrate metabolism	Butanoate metabolism	K17761	succinate-semialdehyde dehydrogenase, mitochondrial	3.35681600486827e-8	527
Upper RT	Buccal_mucosa	Metabolism	Nucleotide metabolism	Pyrimidine metabolism	K17828	dihydroorotate dehydrogenase (NAD+) catalytic subunit	4.5935939567446775e-4	527
Upper RT	Buccal_mucosa	Human Diseases	Drug resistance: antimicrobial	beta-Lactam resistance	K17836	beta-lactamase class A	7.411658180732569e-5	527
