RT_category	SampleTypev2	KEGG_category_name	KEGG_subcategory_name	KEGG_pathway_name	KO	description	gene_mean	nSampleTypes
Upper RT	Buccal_mucosa	Metabolism	Biosynthesis of other secondary metabolites	Penicillin and cephalosporin biosynthesis	K17836	beta-lactamase class A	7.411658180732569e-5	527
Upper RT	Buccal_mucosa	Human Diseases	Drug resistance: antimicrobial	beta-Lactam resistance	K17838	beta-lactamase class D	1.268404459620313e-6	527
Upper RT	Buccal_mucosa	Metabolism	Carbohydrate metabolism	Butanoate metabolism	K17865	3-hydroxybutyryl-CoA dehydratase	2.6572422564502528e-6	527
Upper RT	Buccal_mucosa	Metabolism	Carbohydrate metabolism	Glyoxylate and dicarboxylate metabolism	K17865	3-hydroxybutyryl-CoA dehydratase	2.6572422564502528e-6	527
Upper RT	Buccal_mucosa	Metabolism	Metabolism of other amino acids	D-Amino acid metabolism	K17898	D-ornithine 4,5-aminomutase subunit beta	3.3860352994510274e-6	527
Upper RT	Buccal_mucosa	Metabolism	Metabolism of other amino acids	D-Amino acid metabolism	K17899	D-ornithine 4,5-aminomutase subunit alpha	6.623000600908673e-6	527
Upper RT	Buccal_mucosa	Metabolism	Metabolism of terpenoids and polyketides	Polyketide sugar unit biosynthesis	K17947	dTDP-L-rhamnose 4-epimerase	1.876106408579643e-5	527
Upper RT	Buccal_mucosa	Metabolism	Amino acid metabolism	Cysteine and methionine metabolism	K17989	L-serine/L-threonine ammonia-lyase	2.543077877656911e-6	527
Upper RT	Buccal_mucosa	Metabolism	Amino acid metabolism	Glycine, serine and threonine metabolism	K17989	L-serine/L-threonine ammonia-lyase	2.543077877656911e-6	527
Upper RT	Buccal_mucosa	Metabolism	Amino acid metabolism	Valine, leucine and isoleucine biosynthesis	K17989	L-serine/L-threonine ammonia-lyase	2.543077877656911e-6	527
Upper RT	Buccal_mucosa	Metabolism	Carbohydrate metabolism	Butanoate metabolism	K18009	meso-butanediol dehydrogenase / (S,S)-butanediol dehydrogenase / diacetyl reductase	5.271467573311532e-7	527
Upper RT	Buccal_mucosa	Metabolism	Amino acid metabolism	Lysine degradation	K18011	beta-lysine 5,6-aminomutase beta subunit	1.469330367656967e-5	527
Upper RT	Buccal_mucosa	Metabolism	Metabolism of other amino acids	D-Amino acid metabolism	K18011	beta-lysine 5,6-aminomutase beta subunit	1.469330367656967e-5	527
Upper RT	Buccal_mucosa	Metabolism	Amino acid metabolism	Lysine degradation	K18012	L-erythro-3,5-diaminohexanoate dehydrogenase	1.4654545605518553e-5	527
Upper RT	Buccal_mucosa	Metabolism	Amino acid metabolism	Lysine degradation	K18013	3-keto-5-aminohexanoate cleavage enzyme	1.2783270199660988e-5	527
Upper RT	Buccal_mucosa	Metabolism	Amino acid metabolism	Lysine degradation	K18014	3-aminobutyryl-CoA ammonia-lyase	2.3902912761825238e-5	527
Upper RT	Buccal_mucosa	Metabolism	Metabolism of cofactors and vitamins	Nicotinate and nicotinamide metabolism	K18029	nicotinate dehydrogenase subunit A	2.440036863309353e-6	527
Upper RT	Buccal_mucosa	Metabolism	Xenobiotics biodegradation and metabolism	Polycyclic aromatic hydrocarbon degradation	K18068	phthalate 4,5-dioxygenase	1.4737943089593016e-9	527
Upper RT	Buccal_mucosa	Environmental Information Processing	Signal transduction	Two-component system	K18073	two-component system, OmpR family, response regulator ParR	1.4840988027409251e-6	527
Upper RT	Buccal_mucosa	Human Diseases	Drug resistance: antimicrobial	Cationic antimicrobial peptide (CAMP) resistance	K18073	two-component system, OmpR family, response regulator ParR	1.4840988027409251e-6	527
Upper RT	Buccal_mucosa	Human Diseases	Drug resistance: antimicrobial	beta-Lactam resistance	K18073	two-component system, OmpR family, response regulator ParR	1.4840988027409251e-6	527
Upper RT	Buccal_mucosa	Environmental Information Processing	Signal transduction	Two-component system	K18094	membrane fusion protein, multidrug efflux system	3.935420366221328e-7	527
Upper RT	Buccal_mucosa	Human Diseases	Drug resistance: antimicrobial	beta-Lactam resistance	K18094	membrane fusion protein, multidrug efflux system	3.935420366221328e-7	527
Upper RT	Buccal_mucosa	Environmental Information Processing	Signal transduction	Two-component system	K18095	multidrug efflux pump	3.8593970738385225e-5	527
Upper RT	Buccal_mucosa	Human Diseases	Drug resistance: antimicrobial	beta-Lactam resistance	K18095	multidrug efflux pump	3.8593970738385225e-5	527
Upper RT	Buccal_mucosa	Environmental Information Processing	Membrane transport	ABC transporters	K18104	ATP-binding cassette, subfamily B, bacterial AbcA/BmrA	1.8744860287811943e-6	527
Upper RT	Buccal_mucosa	Human Diseases	Drug resistance: antimicrobial	beta-Lactam resistance	K18104	ATP-binding cassette, subfamily B, bacterial AbcA/BmrA	1.8744860287811943e-6	527
Upper RT	Buccal_mucosa	Metabolism	Carbohydrate metabolism	Butanoate metabolism	K18118	succinyl-CoA:acetate CoA-transferase	9.146203049839106e-5	527
Upper RT	Buccal_mucosa	Metabolism	Carbohydrate metabolism	Citrate cycle (TCA cycle)	K18118	succinyl-CoA:acetate CoA-transferase	9.146203049839106e-5	527
Upper RT	Buccal_mucosa	Metabolism	Carbohydrate metabolism	Pyruvate metabolism	K18118	succinyl-CoA:acetate CoA-transferase	9.146203049839106e-5	527
Upper RT	Buccal_mucosa	Metabolism	Carbohydrate metabolism	Butanoate metabolism	K18120	4-hydroxybutyrate dehydrogenase	2.4358471686529464e-6	527
Upper RT	Buccal_mucosa	Metabolism	Carbohydrate metabolism	Butanoate metabolism	K18122	4-hydroxybutyrate CoA-transferase	1.982944941382368e-5	527
Upper RT	Buccal_mucosa	Human Diseases	Drug resistance: antimicrobial	beta-Lactam resistance	K18136	TetR/AcrR family transcriptional regulator, multidrug resistance operon repressor	7.869432828907525e-5	527
Upper RT	Buccal_mucosa	Human Diseases	Drug resistance: antimicrobial	Cationic antimicrobial peptide (CAMP) resistance	K18138	multidrug efflux pump	1.392131184406615e-4	527
Upper RT	Buccal_mucosa	Human Diseases	Drug resistance: antimicrobial	beta-Lactam resistance	K18138	multidrug efflux pump	1.392131184406615e-4	527
Upper RT	Buccal_mucosa	Cellular Processes	Cellular community - prokaryotes	Quorum sensing	K18139	outer membrane protein, multidrug efflux system	5.9813585252621686e-5	527
Upper RT	Buccal_mucosa	Human Diseases	Drug resistance: antimicrobial	beta-Lactam resistance	K18139	outer membrane protein, multidrug efflux system	5.9813585252621686e-5	527
Upper RT	Buccal_mucosa	Human Diseases	Drug resistance: antimicrobial	beta-Lactam resistance	K18148	release factor H-coupled RctB family protein	2.4653110094210318e-5	527
Upper RT	Buccal_mucosa	Environmental Information Processing	Membrane transport	ABC transporters	K18216	ATP-binding cassette, subfamily B, tetracycline resistant protein	1.132689525499032e-6	527
Upper RT	Buccal_mucosa	Environmental Information Processing	Membrane transport	ABC transporters	K18217	ATP-binding cassette, subfamily B, tetracycline resistant protein	7.234746411040432e-6	527
Upper RT	Buccal_mucosa	Environmental Information Processing	Membrane transport	ABC transporters	K18230	macrolide transport system ATP-binding/permease protein	2.0715984642558234e-5	527
Upper RT	Buccal_mucosa	Environmental Information Processing	Membrane transport	ABC transporters	K18231	macrolide transport system ATP-binding/permease protein	3.0829893170031047e-4	527
Upper RT	Buccal_mucosa	Environmental Information Processing	Membrane transport	ABC transporters	K18232	oleandomycin transport system ATP-binding protein	1.8338853421812938e-5	527
Upper RT	Buccal_mucosa	Metabolism	Amino acid metabolism	Cysteine and methionine metabolism	K18284	adenosylhomocysteine/aminodeoxyfutalosine nucleosidase	4.696727182972427e-6	527
Upper RT	Buccal_mucosa	Metabolism	Metabolism of cofactors and vitamins	Ubiquinone and other terpenoid-quinone biosynthesis	K18284	adenosylhomocysteine/aminodeoxyfutalosine nucleosidase	4.696727182972427e-6	527
Upper RT	Buccal_mucosa	Metabolism	Metabolism of cofactors and vitamins	Ubiquinone and other terpenoid-quinone biosynthesis	K18285	aminodeoxyfutalosine synthase	9.265520312058828e-6	527
Upper RT	Buccal_mucosa	Environmental Information Processing	Signal transduction	Two-component system	K18321	membrane fusion protein, multidrug efflux system	1.3032326955689285e-6	527
Upper RT	Buccal_mucosa	Environmental Information Processing	Signal transduction	Two-component system	K18322	multidrug efflux pump	1.5567913035234274e-6	527
Upper RT	Buccal_mucosa	Environmental Information Processing	Signal transduction	Two-component system	K18324	multidrug efflux pump	5.000141094875408e-6	527
Upper RT	Buccal_mucosa	Environmental Information Processing	Signal transduction	Two-component system	K18326	MFS transporter, DHA2 family, multidrug resistance protein	6.0011259073116845e-6	527
Upper RT	Buccal_mucosa	Metabolism	Carbohydrate metabolism	Fructose and mannose metabolism	K18333	L-fucose dehydrogenase	3.6563009062413774e-6	527
Upper RT	Buccal_mucosa	Metabolism	Carbohydrate metabolism	Fructose and mannose metabolism	K18334	L-fuconate dehydratase	9.9573332668305e-7	527
Upper RT	Buccal_mucosa	Metabolism	Carbohydrate metabolism	Fructose and mannose metabolism	K18336	2,4-didehydro-3-deoxy-L-rhamnonate hydrolase	4.0591470500560406e-7	527
Upper RT	Buccal_mucosa	Environmental Information Processing	Signal transduction	Two-component system	K18344	two-component system, OmpR family, response regulator VanR	5.840858356987132e-8	527
Upper RT	Buccal_mucosa	Human Diseases	Drug resistance: antimicrobial	Vancomycin resistance	K18344	two-component system, OmpR family, response regulator VanR	5.840858356987132e-8	527
Upper RT	Buccal_mucosa	Environmental Information Processing	Signal transduction	Two-component system	K18346	vancomycin resistance protein VanW	2.1617232201065643e-5	527
Upper RT	Buccal_mucosa	Human Diseases	Drug resistance: antimicrobial	Vancomycin resistance	K18346	vancomycin resistance protein VanW	2.1617232201065643e-5	527
Upper RT	Buccal_mucosa	Environmental Information Processing	Signal transduction	Two-component system	K18349	two-component system, OmpR family, response regulator VanR	2.2941275656784113e-6	527
Upper RT	Buccal_mucosa	Human Diseases	Drug resistance: antimicrobial	Vancomycin resistance	K18349	two-component system, OmpR family, response regulator VanR	2.2941275656784113e-6	527
Upper RT	Buccal_mucosa	Environmental Information Processing	Signal transduction	Two-component system	K18350	two-component system, OmpR family, sensor histidine kinase VanS	1.9726825307641488e-6	527
Upper RT	Buccal_mucosa	Human Diseases	Drug resistance: antimicrobial	Vancomycin resistance	K18350	two-component system, OmpR family, sensor histidine kinase VanS	1.9726825307641488e-6	527
Upper RT	Buccal_mucosa	Environmental Information Processing	Signal transduction	Two-component system	K18351	two-component system, OmpR family, sensor histidine kinase VanS	6.569012362839822e-7	527
Upper RT	Buccal_mucosa	Human Diseases	Drug resistance: antimicrobial	Vancomycin resistance	K18351	two-component system, OmpR family, sensor histidine kinase VanS	6.569012362839822e-7	527
Upper RT	Buccal_mucosa	Environmental Information Processing	Signal transduction	Two-component system	K18352	two-component system, OmpR family, response regulator VanR	2.90923450469084e-5	527
Upper RT	Buccal_mucosa	Human Diseases	Drug resistance: antimicrobial	Vancomycin resistance	K18352	two-component system, OmpR family, response regulator VanR	2.90923450469084e-5	527
Upper RT	Buccal_mucosa	Metabolism	Carbohydrate metabolism	Butanoate metabolism	K18369	alcohol dehydrogenase	3.5593115226958196e-4	527
Upper RT	Buccal_mucosa	Metabolism	Biosynthesis of other secondary metabolites	Biosynthesis of various alkaloids	K18383	feruloyl-CoA hydratase/lyase	3.979081218380551e-8	527
Upper RT	Buccal_mucosa	Metabolism	Glycan biosynthesis and metabolism	Biosynthesis of various nucleotide sugars	K18429	GDP/UDP-N,N'-diacetylbacillosamine 2-epimerase (hydrolysing)	1.953988763875604e-6	527
Upper RT	Buccal_mucosa	Metabolism	Glycan biosynthesis and metabolism	Biosynthesis of various nucleotide sugars	K18430	N,N'-diacetyllegionaminate synthase	1.7181928116292967e-5	527
Upper RT	Buccal_mucosa	Metabolism	Glycan biosynthesis and metabolism	Biosynthesis of various nucleotide sugars	K18431	CMP-N,N'-diacetyllegionaminic acid synthase	5.753367239826194e-7	527
Upper RT	Buccal_mucosa	Metabolism	Lipid metabolism	Fatty acid biosynthesis	K18474	trans-2-decenoyl-[acyl-carrier protein] isomerase	2.1407624022194772e-4	527
Upper RT	Buccal_mucosa	Metabolism	Carbohydrate metabolism	Sulfoquinovose metabolism	K18479	sulfoquinovose isomerase	6.154302280354821e-6	527
Upper RT	Buccal_mucosa	Metabolism	Energy metabolism	Other carbon fixation pathways	K18604	acetyl-CoA/propionyl-CoA carboxylase	4.30206511545755e-5	527
Upper RT	Buccal_mucosa	Genetic Information Processing	Folding, sorting and degradation	RNA degradation	K18682	ribonucrease Y	5.013109491973297e-4	527
Upper RT	Buccal_mucosa	Metabolism	Lipid metabolism	Glycerophospholipid metabolism	K18697	phosphatidylglycerophosphatase C	2.4689980427465082e-6	527
Upper RT	Buccal_mucosa	Human Diseases	Drug resistance: antimicrobial	beta-Lactam resistance	K18698	beta-lactamase class A TEM	2.0981961876296292e-5	527
Upper RT	Buccal_mucosa	Metabolism	Glycan biosynthesis and metabolism	Teichoic acid biosynthesis	K18704	CDP-ribitol ribitolphosphotransferase / teichoic acid ribitol-phosphate polymerase	1.1821976172800261e-7	527
Upper RT	Buccal_mucosa	Metabolism	Carbohydrate metabolism	Starch and sucrose metabolism	K18775	levanbiose-producing levanase	5.529078464793775e-6	527
Upper RT	Buccal_mucosa	Metabolism	Glycan biosynthesis and metabolism	Arabinogalactan biosynthesis - Mycobacterium	K18851	diacylglycerol O-acyltransferase / trehalose O-mycolyltransferase / mycolyltransferase Ag85	5.241652231461124e-6	527
Upper RT	Buccal_mucosa	Metabolism	Lipid metabolism	Glycerolipid metabolism	K18851	diacylglycerol O-acyltransferase / trehalose O-mycolyltransferase / mycolyltransferase Ag85	5.241652231461124e-6	527
Upper RT	Buccal_mucosa	Metabolism	Lipid metabolism	Mycolic acid biosynthesis	K18851	diacylglycerol O-acyltransferase / trehalose O-mycolyltransferase / mycolyltransferase Ag85	5.241652231461124e-6	527
Upper RT	Buccal_mucosa	Metabolism	Amino acid metabolism	Tyrosine metabolism	K18857	alcohol dehydrogenase class-P	1.4726581784029426e-7	527
Upper RT	Buccal_mucosa	Metabolism	Carbohydrate metabolism	Glycolysis / Gluconeogenesis	K18857	alcohol dehydrogenase class-P	1.4726581784029426e-7	527
Upper RT	Buccal_mucosa	Metabolism	Carbohydrate metabolism	Pyruvate metabolism	K18857	alcohol dehydrogenase class-P	1.4726581784029426e-7	527
Upper RT	Buccal_mucosa	Metabolism	Lipid metabolism	Fatty acid degradation	K18857	alcohol dehydrogenase class-P	1.4726581784029426e-7	527
Upper RT	Buccal_mucosa	Metabolism	Lipid metabolism	alpha-Linolenic acid metabolism	K18857	alcohol dehydrogenase class-P	1.4726581784029426e-7	527
Upper RT	Buccal_mucosa	Environmental Information Processing	Membrane transport	ABC transporters	K18887	ATP-binding cassette, subfamily B, multidrug efflux pump	3.3449098010416146e-5	527
Upper RT	Buccal_mucosa	Environmental Information Processing	Membrane transport	ABC transporters	K18888	ATP-binding cassette, subfamily B, multidrug efflux pump	3.1249411209054145e-5	527
Upper RT	Buccal_mucosa	Environmental Information Processing	Membrane transport	ABC transporters	K18889	ATP-binding cassette, subfamily B, multidrug efflux pump	4.537879771373116e-4	527
Upper RT	Buccal_mucosa	Environmental Information Processing	Membrane transport	ABC transporters	K18890	ATP-binding cassette, subfamily B, multidrug efflux pump	3.6167450576859604e-4	527
Upper RT	Buccal_mucosa	Environmental Information Processing	Membrane transport	ABC transporters	K18891	ATP-binding cassette, subfamily B, multidrug efflux pump	3.373647028887065e-4	527
Upper RT	Buccal_mucosa	Environmental Information Processing	Membrane transport	ABC transporters	K18892	ATP-binding cassette, subfamily B, multidrug efflux pump	4.024347171429546e-4	527
Upper RT	Buccal_mucosa	Environmental Information Processing	Membrane transport	ABC transporters	K18893	ATP-binding cassette, subfamily B, multidrug efflux pump	1.7215305827332568e-4	527
Upper RT	Buccal_mucosa	Metabolism	Carbohydrate metabolism	Pyruvate metabolism	K18930	D-lactate dehydrogenase	7.69576814315873e-5	527
Upper RT	Buccal_mucosa	Environmental Information Processing	Signal transduction	Two-component system	K18941	two-component system, OmpR family, response regulator ArlR	5.0981052019235645e-5	527
Upper RT	Buccal_mucosa	Genetic Information Processing	Information processing in viruses	Viral replication	K18942	Straboviridae DNA polymerase	1.1682230209009857e-6	527
Upper RT	Buccal_mucosa	Genetic Information Processing	Information processing in viruses	Viral replication	K18947	Straboviridae DNA replication helicase	6.074511394231566e-7	527
Upper RT	Buccal_mucosa	Metabolism	Carbohydrate metabolism	Ascorbate and aldarate metabolism	K18981	uronate dehydrogenase	8.693254590874006e-8	527
Upper RT	Buccal_mucosa	Environmental Information Processing	Signal transduction	Two-component system	K18986	two-component system, OmpR family, sensor kinase Ihk	7.128497817201768e-6	527
Upper RT	Buccal_mucosa	Environmental Information Processing	Signal transduction	Two-component system	K18987	two-component system, OmpR family, response regulator Irr	1.3627147386041765e-5	527
