SampleID	Env	SourceSink	id
SRR15839769	Saliva	Source	18
SRR15839769	Saliva	Source	19
SRR15839770	Saliva	Source	1
SRR15839770	Saliva	Source	2
SRR15839770	Saliva	Source	3
SRR15839770	Saliva	Source	4
SRR15839770	Saliva	Source	5
SRR15839770	Saliva	Source	6
SRR15839770	Saliva	Source	7
SRR15839770	Saliva	Source	8
SRR15839770	Saliva	Source	9
SRR15839770	Saliva	Source	10
SRR15839770	Saliva	Source	11
SRR15839770	Saliva	Source	12
SRR15839770	Saliva	Source	13
SRR15839770	Saliva	Source	14
SRR15839770	Saliva	Source	15
SRR15839770	Saliva	Source	16
SRR15839770	Saliva	Source	17
SRR15839770	Saliva	Source	18
SRR15839770	Saliva	Source	19
SRR15839771	Saliva	Source	1
SRR15839771	Saliva	Source	2
SRR15839771	Saliva	Source	3
SRR15839771	Saliva	Source	4
SRR15839771	Saliva	Source	5
SRR15839771	Saliva	Source	6
SRR15839771	Saliva	Source	7
SRR15839771	Saliva	Source	8
SRR15839771	Saliva	Source	9
SRR15839771	Saliva	Source	10
SRR15839771	Saliva	Source	11
SRR15839771	Saliva	Source	12
SRR15839771	Saliva	Source	13
SRR15839771	Saliva	Source	14
SRR15839771	Saliva	Source	15
SRR15839771	Saliva	Source	16
SRR15839771	Saliva	Source	17
SRR15839771	Saliva	Source	18
SRR15839771	Saliva	Source	19
SRR15839772	Saliva	Source	1
SRR15839772	Saliva	Source	2
SRR15839772	Saliva	Source	3
SRR15839772	Saliva	Source	4
SRR15839772	Saliva	Source	5
SRR15839772	Saliva	Source	6
SRR15839772	Saliva	Source	7
SRR15839772	Saliva	Source	8
SRR15839772	Saliva	Source	9
SRR15839772	Saliva	Source	10
SRR15839772	Saliva	Source	11
SRR15839772	Saliva	Source	12
SRR15839772	Saliva	Source	13
SRR15839772	Saliva	Source	14
SRR15839772	Saliva	Source	15
SRR15839772	Saliva	Source	16
SRR15839772	Saliva	Source	17
SRR15839772	Saliva	Source	18
SRR15839772	Saliva	Source	19
SRR22983163	Buccal mucosa	Source	1
SRR22983163	Buccal mucosa	Source	2
SRR22983163	Buccal mucosa	Source	3
SRR22983163	Buccal mucosa	Source	4
SRR22983163	Buccal mucosa	Source	5
SRR22983163	Buccal mucosa	Source	6
SRR22983163	Buccal mucosa	Source	7
SRR22983163	Buccal mucosa	Source	8
SRR22983163	Buccal mucosa	Source	9
SRR22983163	Buccal mucosa	Source	10
SRR22983163	Buccal mucosa	Source	11
SRR22983163	Buccal mucosa	Source	12
SRR22983163	Buccal mucosa	Source	13
SRR22983163	Buccal mucosa	Source	14
SRR22983163	Buccal mucosa	Source	15
SRR22983163	Buccal mucosa	Source	16
SRR22983163	Buccal mucosa	Source	17
SRR22983163	Buccal mucosa	Source	18
SRR22983163	Buccal mucosa	Source	19
SRR22983165	Buccal mucosa	Source	1
SRR22983165	Buccal mucosa	Source	2
SRR22983165	Buccal mucosa	Source	3
SRR22983165	Buccal mucosa	Source	4
SRR22983165	Buccal mucosa	Source	5
SRR22983165	Buccal mucosa	Source	6
SRR22983165	Buccal mucosa	Source	7
SRR22983165	Buccal mucosa	Source	8
SRR22983165	Buccal mucosa	Source	9
SRR22983165	Buccal mucosa	Source	10
SRR22983165	Buccal mucosa	Source	11
SRR22983165	Buccal mucosa	Source	12
SRR22983165	Buccal mucosa	Source	13
SRR22983165	Buccal mucosa	Source	14
SRR22983165	Buccal mucosa	Source	15
SRR22983165	Buccal mucosa	Source	16
SRR22983165	Buccal mucosa	Source	17
SRR22983165	Buccal mucosa	Source	18
SRR22983165	Buccal mucosa	Source	19
SRR22983167	Buccal mucosa	Source	1
SRR22983167	Buccal mucosa	Source	2
SRR22983167	Buccal mucosa	Source	3
SRR22983167	Buccal mucosa	Source	4
SRR22983167	Buccal mucosa	Source	5
SRR22983167	Buccal mucosa	Source	6
SRR22983167	Buccal mucosa	Source	7
SRR22983167	Buccal mucosa	Source	8
SRR22983167	Buccal mucosa	Source	9
SRR22983167	Buccal mucosa	Source	10
SRR22983167	Buccal mucosa	Source	11
SRR22983167	Buccal mucosa	Source	12
SRR22983167	Buccal mucosa	Source	13
SRR22983167	Buccal mucosa	Source	14
SRR22983167	Buccal mucosa	Source	15
SRR22983167	Buccal mucosa	Source	16
SRR22983167	Buccal mucosa	Source	17
SRR22983167	Buccal mucosa	Source	18
SRR22983167	Buccal mucosa	Source	19
SRR22983177	Buccal mucosa	Source	1
SRR22983177	Buccal mucosa	Source	2
SRR22983177	Buccal mucosa	Source	3
SRR22983177	Buccal mucosa	Source	4
SRR22983177	Buccal mucosa	Source	5
SRR22983177	Buccal mucosa	Source	6
SRR22983177	Buccal mucosa	Source	7
SRR22983177	Buccal mucosa	Source	8
SRR22983177	Buccal mucosa	Source	9
SRR22983177	Buccal mucosa	Source	10
SRR22983177	Buccal mucosa	Source	11
SRR22983177	Buccal mucosa	Source	12
SRR22983177	Buccal mucosa	Source	13
SRR22983177	Buccal mucosa	Source	14
SRR22983177	Buccal mucosa	Source	15
SRR22983177	Buccal mucosa	Source	16
SRR22983177	Buccal mucosa	Source	17
SRR22983177	Buccal mucosa	Source	18
SRR22983177	Buccal mucosa	Source	19
SRR22983178	Buccal mucosa	Source	1
SRR22983178	Buccal mucosa	Source	2
SRR22983178	Buccal mucosa	Source	3
SRR22983178	Buccal mucosa	Source	4
SRR22983178	Buccal mucosa	Source	5
SRR22983178	Buccal mucosa	Source	6
SRR22983178	Buccal mucosa	Source	7
SRR22983178	Buccal mucosa	Source	8
SRR22983178	Buccal mucosa	Source	9
SRR22983178	Buccal mucosa	Source	10
SRR22983178	Buccal mucosa	Source	11
SRR22983178	Buccal mucosa	Source	12
SRR22983178	Buccal mucosa	Source	13
SRR22983178	Buccal mucosa	Source	14
SRR22983178	Buccal mucosa	Source	15
SRR22983178	Buccal mucosa	Source	16
SRR22983178	Buccal mucosa	Source	17
SRR22983178	Buccal mucosa	Source	18
SRR22983178	Buccal mucosa	Source	19
SRR22983179	Buccal mucosa	Source	1
SRR22983179	Buccal mucosa	Source	2
SRR22983179	Buccal mucosa	Source	3
SRR22983179	Buccal mucosa	Source	4
SRR22983179	Buccal mucosa	Source	5
SRR22983179	Buccal mucosa	Source	6
SRR22983179	Buccal mucosa	Source	7
SRR22983179	Buccal mucosa	Source	8
SRR22983179	Buccal mucosa	Source	9
SRR22983179	Buccal mucosa	Source	10
SRR22983179	Buccal mucosa	Source	11
SRR22983179	Buccal mucosa	Source	12
SRR22983179	Buccal mucosa	Source	13
SRR22983179	Buccal mucosa	Source	14
SRR22983179	Buccal mucosa	Source	15
SRR22983179	Buccal mucosa	Source	16
SRR22983179	Buccal mucosa	Source	17
SRR22983179	Buccal mucosa	Source	18
SRR22983179	Buccal mucosa	Source	19
SRR22983181	Buccal mucosa	Source	1
SRR22983181	Buccal mucosa	Source	2
SRR22983181	Buccal mucosa	Source	3
SRR22983181	Buccal mucosa	Source	4
SRR22983181	Buccal mucosa	Source	5
SRR22983181	Buccal mucosa	Source	6
SRR22983181	Buccal mucosa	Source	7
SRR22983181	Buccal mucosa	Source	8
SRR22983181	Buccal mucosa	Source	9
SRR22983181	Buccal mucosa	Source	10
SRR22983181	Buccal mucosa	Source	11
SRR22983181	Buccal mucosa	Source	12
SRR22983181	Buccal mucosa	Source	13
SRR22983181	Buccal mucosa	Source	14
SRR22983181	Buccal mucosa	Source	15
SRR22983181	Buccal mucosa	Source	16
SRR22983181	Buccal mucosa	Source	17
SRR22983181	Buccal mucosa	Source	18
SRR22983181	Buccal mucosa	Source	19
SRR22983182	Buccal mucosa	Source	1
SRR22983182	Buccal mucosa	Source	2
SRR22983182	Buccal mucosa	Source	3
SRR22983182	Buccal mucosa	Source	4
SRR22983182	Buccal mucosa	Source	5
SRR22983182	Buccal mucosa	Source	6
SRR22983182	Buccal mucosa	Source	7
SRR22983182	Buccal mucosa	Source	8
SRR22983182	Buccal mucosa	Source	9
SRR22983182	Buccal mucosa	Source	10
SRR22983182	Buccal mucosa	Source	11
SRR22983182	Buccal mucosa	Source	12
SRR22983182	Buccal mucosa	Source	13
SRR22983182	Buccal mucosa	Source	14
SRR22983182	Buccal mucosa	Source	15
SRR22983182	Buccal mucosa	Source	16
SRR22983182	Buccal mucosa	Source	17
SRR22983182	Buccal mucosa	Source	18
SRR22983182	Buccal mucosa	Source	19
SRR22983183	Buccal mucosa	Source	1
SRR22983183	Buccal mucosa	Source	2
SRR22983183	Buccal mucosa	Source	3
SRR22983183	Buccal mucosa	Source	4
SRR22983183	Buccal mucosa	Source	5
SRR22983183	Buccal mucosa	Source	6
SRR22983183	Buccal mucosa	Source	7
SRR22983183	Buccal mucosa	Source	8
SRR22983183	Buccal mucosa	Source	9
SRR22983183	Buccal mucosa	Source	10
SRR22983183	Buccal mucosa	Source	11
SRR22983183	Buccal mucosa	Source	12
SRR22983183	Buccal mucosa	Source	13
SRR22983183	Buccal mucosa	Source	14
SRR22983183	Buccal mucosa	Source	15
SRR22983183	Buccal mucosa	Source	16
SRR22983183	Buccal mucosa	Source	17
SRR22983183	Buccal mucosa	Source	18
SRR22983183	Buccal mucosa	Source	19
SRR22983187	Buccal mucosa	Source	1
SRR22983187	Buccal mucosa	Source	2
SRR22983187	Buccal mucosa	Source	3
SRR22983187	Buccal mucosa	Source	4
SRR22983187	Buccal mucosa	Source	5
SRR22983187	Buccal mucosa	Source	6
SRR22983187	Buccal mucosa	Source	7
SRR22983187	Buccal mucosa	Source	8
SRR22983187	Buccal mucosa	Source	9
SRR22983187	Buccal mucosa	Source	10
SRR22983187	Buccal mucosa	Source	11
SRR22983187	Buccal mucosa	Source	12
SRR22983187	Buccal mucosa	Source	13
SRR22983187	Buccal mucosa	Source	14
SRR22983187	Buccal mucosa	Source	15
SRR22983187	Buccal mucosa	Source	16
SRR22983187	Buccal mucosa	Source	17
SRR22983187	Buccal mucosa	Source	18
SRR22983187	Buccal mucosa	Source	19
SRR22983194	Buccal mucosa	Source	1
SRR22983194	Buccal mucosa	Source	2
SRR22983194	Buccal mucosa	Source	3
SRR22983194	Buccal mucosa	Source	4
SRR22983194	Buccal mucosa	Source	5
SRR22983194	Buccal mucosa	Source	6
SRR22983194	Buccal mucosa	Source	7
SRR22983194	Buccal mucosa	Source	8
SRR22983194	Buccal mucosa	Source	9
SRR22983194	Buccal mucosa	Source	10
SRR22983194	Buccal mucosa	Source	11
SRR22983194	Buccal mucosa	Source	12
SRR22983194	Buccal mucosa	Source	13
SRR22983194	Buccal mucosa	Source	14
SRR22983194	Buccal mucosa	Source	15
SRR22983194	Buccal mucosa	Source	16
SRR22983194	Buccal mucosa	Source	17
SRR22983194	Buccal mucosa	Source	18
SRR22983194	Buccal mucosa	Source	19
SRR22983203	Buccal mucosa	Source	1
SRR22983203	Buccal mucosa	Source	2
SRR22983203	Buccal mucosa	Source	3
SRR22983203	Buccal mucosa	Source	4
SRR22983203	Buccal mucosa	Source	5
SRR22983203	Buccal mucosa	Source	6
SRR22983203	Buccal mucosa	Source	7
SRR22983203	Buccal mucosa	Source	8
SRR22983203	Buccal mucosa	Source	9
SRR22983203	Buccal mucosa	Source	10
SRR22983203	Buccal mucosa	Source	11
SRR22983203	Buccal mucosa	Source	12
SRR22983203	Buccal mucosa	Source	13
SRR22983203	Buccal mucosa	Source	14
SRR22983203	Buccal mucosa	Source	15
SRR22983203	Buccal mucosa	Source	16
SRR22983203	Buccal mucosa	Source	17
SRR22983203	Buccal mucosa	Source	18
SRR22983203	Buccal mucosa	Source	19
SRR22983205	Buccal mucosa	Source	1
SRR22983205	Buccal mucosa	Source	2
SRR22983205	Buccal mucosa	Source	3
SRR22983205	Buccal mucosa	Source	4
SRR22983205	Buccal mucosa	Source	5
SRR22983205	Buccal mucosa	Source	6
SRR22983205	Buccal mucosa	Source	7
SRR22983205	Buccal mucosa	Source	8
SRR22983205	Buccal mucosa	Source	9
SRR22983205	Buccal mucosa	Source	10
SRR22983205	Buccal mucosa	Source	11
SRR22983205	Buccal mucosa	Source	12
SRR22983205	Buccal mucosa	Source	13
SRR22983205	Buccal mucosa	Source	14
SRR22983205	Buccal mucosa	Source	15
SRR22983205	Buccal mucosa	Source	16
SRR22983205	Buccal mucosa	Source	17
SRR22983205	Buccal mucosa	Source	18
SRR22983205	Buccal mucosa	Source	19
SRR22983211	Buccal mucosa	Source	1
SRR22983211	Buccal mucosa	Source	2
SRR22983211	Buccal mucosa	Source	3
SRR22983211	Buccal mucosa	Source	4
SRR22983211	Buccal mucosa	Source	5
SRR22983211	Buccal mucosa	Source	6
SRR22983211	Buccal mucosa	Source	7
SRR22983211	Buccal mucosa	Source	8
SRR22983211	Buccal mucosa	Source	9
SRR22983211	Buccal mucosa	Source	10
SRR22983211	Buccal mucosa	Source	11
SRR22983211	Buccal mucosa	Source	12
SRR22983211	Buccal mucosa	Source	13
SRR22983211	Buccal mucosa	Source	14
SRR22983211	Buccal mucosa	Source	15
SRR22983211	Buccal mucosa	Source	16
SRR22983211	Buccal mucosa	Source	17
SRR22983211	Buccal mucosa	Source	18
SRR22983211	Buccal mucosa	Source	19
SRR22983214	Buccal mucosa	Source	1
SRR22983214	Buccal mucosa	Source	2
SRR22983214	Buccal mucosa	Source	3
SRR22983214	Buccal mucosa	Source	4
SRR22983214	Buccal mucosa	Source	5
SRR22983214	Buccal mucosa	Source	6
SRR22983214	Buccal mucosa	Source	7
SRR22983214	Buccal mucosa	Source	8
SRR22983214	Buccal mucosa	Source	9
SRR22983214	Buccal mucosa	Source	10
SRR22983214	Buccal mucosa	Source	11
SRR22983214	Buccal mucosa	Source	12
SRR22983214	Buccal mucosa	Source	13
SRR22983214	Buccal mucosa	Source	14
SRR22983214	Buccal mucosa	Source	15
SRR22983214	Buccal mucosa	Source	16
SRR22983214	Buccal mucosa	Source	17
SRR22983214	Buccal mucosa	Source	18
SRR22983214	Buccal mucosa	Source	19
SRR22983216	Buccal mucosa	Source	1
SRR22983216	Buccal mucosa	Source	2
SRR22983216	Buccal mucosa	Source	3
SRR22983216	Buccal mucosa	Source	4
SRR22983216	Buccal mucosa	Source	5
SRR22983216	Buccal mucosa	Source	6
SRR22983216	Buccal mucosa	Source	7
SRR22983216	Buccal mucosa	Source	8
SRR22983216	Buccal mucosa	Source	9
SRR22983216	Buccal mucosa	Source	10
SRR22983216	Buccal mucosa	Source	11
SRR22983216	Buccal mucosa	Source	12
SRR22983216	Buccal mucosa	Source	13
SRR22983216	Buccal mucosa	Source	14
SRR22983216	Buccal mucosa	Source	15
SRR22983216	Buccal mucosa	Source	16
SRR22983216	Buccal mucosa	Source	17
SRR22983216	Buccal mucosa	Source	18
SRR22983216	Buccal mucosa	Source	19
SRR22983246	Buccal mucosa	Source	1
SRR22983246	Buccal mucosa	Source	2
SRR22983246	Buccal mucosa	Source	3
SRR22983246	Buccal mucosa	Source	4
SRR22983246	Buccal mucosa	Source	5
SRR22983246	Buccal mucosa	Source	6
SRR22983246	Buccal mucosa	Source	7
SRR22983246	Buccal mucosa	Source	8
SRR22983246	Buccal mucosa	Source	9
SRR22983246	Buccal mucosa	Source	10
SRR22983246	Buccal mucosa	Source	11
SRR22983246	Buccal mucosa	Source	12
SRR22983246	Buccal mucosa	Source	13
SRR22983246	Buccal mucosa	Source	14
SRR22983246	Buccal mucosa	Source	15
SRR22983246	Buccal mucosa	Source	16
SRR22983246	Buccal mucosa	Source	17
SRR22983246	Buccal mucosa	Source	18
SRR22983246	Buccal mucosa	Source	19
SRR22983257	Buccal mucosa	Source	1
SRR22983257	Buccal mucosa	Source	2
SRR22983257	Buccal mucosa	Source	3
SRR22983257	Buccal mucosa	Source	4
SRR22983257	Buccal mucosa	Source	5
SRR22983257	Buccal mucosa	Source	6
SRR22983257	Buccal mucosa	Source	7
SRR22983257	Buccal mucosa	Source	8
SRR22983257	Buccal mucosa	Source	9
SRR22983257	Buccal mucosa	Source	10
SRR22983257	Buccal mucosa	Source	11
SRR22983257	Buccal mucosa	Source	12
SRR22983257	Buccal mucosa	Source	13
SRR22983257	Buccal mucosa	Source	14
SRR22983257	Buccal mucosa	Source	15
SRR22983257	Buccal mucosa	Source	16
SRR22983257	Buccal mucosa	Source	17
SRR22983257	Buccal mucosa	Source	18
SRR22983257	Buccal mucosa	Source	19
SRR22983266	Buccal mucosa	Source	1
SRR22983266	Buccal mucosa	Source	2
SRR22983266	Buccal mucosa	Source	3
SRR22983266	Buccal mucosa	Source	4
SRR22983266	Buccal mucosa	Source	5
SRR22983266	Buccal mucosa	Source	6
SRR22983266	Buccal mucosa	Source	7
SRR22983266	Buccal mucosa	Source	8
SRR22983266	Buccal mucosa	Source	9
SRR22983266	Buccal mucosa	Source	10
SRR22983266	Buccal mucosa	Source	11
SRR22983266	Buccal mucosa	Source	12
SRR22983266	Buccal mucosa	Source	13
SRR22983266	Buccal mucosa	Source	14
SRR22983266	Buccal mucosa	Source	15
SRR22983266	Buccal mucosa	Source	16
SRR22983266	Buccal mucosa	Source	17
SRR22983266	Buccal mucosa	Source	18
SRR22983266	Buccal mucosa	Source	19
SRR22983269	Buccal mucosa	Source	1
SRR22983269	Buccal mucosa	Source	2
SRR22983269	Buccal mucosa	Source	3
SRR22983269	Buccal mucosa	Source	4
SRR22983269	Buccal mucosa	Source	5
SRR22983269	Buccal mucosa	Source	6
SRR22983269	Buccal mucosa	Source	7
SRR22983269	Buccal mucosa	Source	8
SRR22983269	Buccal mucosa	Source	9
SRR22983269	Buccal mucosa	Source	10
SRR22983269	Buccal mucosa	Source	11
SRR22983269	Buccal mucosa	Source	12
SRR22983269	Buccal mucosa	Source	13
SRR22983269	Buccal mucosa	Source	14
SRR22983269	Buccal mucosa	Source	15
SRR22983269	Buccal mucosa	Source	16
SRR22983269	Buccal mucosa	Source	17
SRR22983269	Buccal mucosa	Source	18
SRR22983269	Buccal mucosa	Source	19
SRR22983270	Buccal mucosa	Source	1
SRR22983270	Buccal mucosa	Source	2
SRR22983270	Buccal mucosa	Source	3
SRR22983270	Buccal mucosa	Source	4
SRR22983270	Buccal mucosa	Source	5
SRR22983270	Buccal mucosa	Source	6
SRR22983270	Buccal mucosa	Source	7
SRR22983270	Buccal mucosa	Source	8
SRR22983270	Buccal mucosa	Source	9
SRR22983270	Buccal mucosa	Source	10
SRR22983270	Buccal mucosa	Source	11
SRR22983270	Buccal mucosa	Source	12
SRR22983270	Buccal mucosa	Source	13
SRR22983270	Buccal mucosa	Source	14
SRR22983270	Buccal mucosa	Source	15
SRR22983270	Buccal mucosa	Source	16
SRR22983270	Buccal mucosa	Source	17
SRR22983270	Buccal mucosa	Source	18
SRR22983270	Buccal mucosa	Source	19
SRR22983274	Buccal mucosa	Source	1
SRR22983274	Buccal mucosa	Source	2
SRR22983274	Buccal mucosa	Source	3
SRR22983274	Buccal mucosa	Source	4
SRR22983274	Buccal mucosa	Source	5
SRR22983274	Buccal mucosa	Source	6
SRR22983274	Buccal mucosa	Source	7
SRR22983274	Buccal mucosa	Source	8
SRR22983274	Buccal mucosa	Source	9
SRR22983274	Buccal mucosa	Source	10
SRR22983274	Buccal mucosa	Source	11
SRR22983274	Buccal mucosa	Source	12
SRR22983274	Buccal mucosa	Source	13
SRR22983274	Buccal mucosa	Source	14
SRR22983274	Buccal mucosa	Source	15
SRR22983274	Buccal mucosa	Source	16
SRR22983274	Buccal mucosa	Source	17
SRR22983274	Buccal mucosa	Source	18
SRR22983274	Buccal mucosa	Source	19
SRR22983278	Buccal mucosa	Source	1
SRR22983278	Buccal mucosa	Source	2
SRR22983278	Buccal mucosa	Source	3
SRR22983278	Buccal mucosa	Source	4
SRR22983278	Buccal mucosa	Source	5
SRR22983278	Buccal mucosa	Source	6
SRR22983278	Buccal mucosa	Source	7
SRR22983278	Buccal mucosa	Source	8
SRR22983278	Buccal mucosa	Source	9
SRR22983278	Buccal mucosa	Source	10
SRR22983278	Buccal mucosa	Source	11
SRR22983278	Buccal mucosa	Source	12
SRR22983278	Buccal mucosa	Source	13
SRR22983278	Buccal mucosa	Source	14
SRR22983278	Buccal mucosa	Source	15
SRR22983278	Buccal mucosa	Source	16
SRR22983278	Buccal mucosa	Source	17
SRR22983278	Buccal mucosa	Source	18
SRR22983278	Buccal mucosa	Source	19
SRR22983292	Buccal mucosa	Source	1
SRR22983292	Buccal mucosa	Source	2
SRR22983292	Buccal mucosa	Source	3
SRR22983292	Buccal mucosa	Source	4
SRR22983292	Buccal mucosa	Source	5
SRR22983292	Buccal mucosa	Source	6
SRR22983292	Buccal mucosa	Source	7
SRR22983292	Buccal mucosa	Source	8
SRR22983292	Buccal mucosa	Source	9
SRR22983292	Buccal mucosa	Source	10
SRR22983292	Buccal mucosa	Source	11
SRR22983292	Buccal mucosa	Source	12
SRR22983292	Buccal mucosa	Source	13
SRR22983292	Buccal mucosa	Source	14
SRR22983292	Buccal mucosa	Source	15
SRR22983292	Buccal mucosa	Source	16
SRR22983292	Buccal mucosa	Source	17
SRR22983292	Buccal mucosa	Source	18
SRR22983292	Buccal mucosa	Source	19
SRR22983293	Buccal mucosa	Source	1
SRR22983293	Buccal mucosa	Source	2
SRR22983293	Buccal mucosa	Source	3
SRR22983293	Buccal mucosa	Source	4
SRR22983293	Buccal mucosa	Source	5
SRR22983293	Buccal mucosa	Source	6
SRR22983293	Buccal mucosa	Source	7
SRR22983293	Buccal mucosa	Source	8
SRR22983293	Buccal mucosa	Source	9
SRR22983293	Buccal mucosa	Source	10
SRR22983293	Buccal mucosa	Source	11
SRR22983293	Buccal mucosa	Source	12
SRR22983293	Buccal mucosa	Source	13
SRR22983293	Buccal mucosa	Source	14
SRR22983293	Buccal mucosa	Source	15
SRR22983293	Buccal mucosa	Source	16
SRR22983293	Buccal mucosa	Source	17
SRR22983293	Buccal mucosa	Source	18
SRR22983293	Buccal mucosa	Source	19
SRR22983294	Buccal mucosa	Source	1
SRR22983294	Buccal mucosa	Source	2
SRR22983294	Buccal mucosa	Source	3
SRR22983294	Buccal mucosa	Source	4
SRR22983294	Buccal mucosa	Source	5
SRR22983294	Buccal mucosa	Source	6
SRR22983294	Buccal mucosa	Source	7
SRR22983294	Buccal mucosa	Source	8
SRR22983294	Buccal mucosa	Source	9
SRR22983294	Buccal mucosa	Source	10
SRR22983294	Buccal mucosa	Source	11
SRR22983294	Buccal mucosa	Source	12
SRR22983294	Buccal mucosa	Source	13
SRR22983294	Buccal mucosa	Source	14
SRR22983294	Buccal mucosa	Source	15
SRR22983294	Buccal mucosa	Source	16
SRR22983294	Buccal mucosa	Source	17
SRR22983294	Buccal mucosa	Source	18
SRR22983294	Buccal mucosa	Source	19
SRR22983295	Buccal mucosa	Source	1
SRR22983295	Buccal mucosa	Source	2
SRR22983295	Buccal mucosa	Source	3
SRR22983295	Buccal mucosa	Source	4
SRR22983295	Buccal mucosa	Source	5
SRR22983295	Buccal mucosa	Source	6
SRR22983295	Buccal mucosa	Source	7
SRR22983295	Buccal mucosa	Source	8
SRR22983295	Buccal mucosa	Source	9
SRR22983295	Buccal mucosa	Source	10
SRR22983295	Buccal mucosa	Source	11
SRR22983295	Buccal mucosa	Source	12
SRR22983295	Buccal mucosa	Source	13
SRR22983295	Buccal mucosa	Source	14
SRR22983295	Buccal mucosa	Source	15
SRR22983295	Buccal mucosa	Source	16
SRR22983295	Buccal mucosa	Source	17
SRR22983295	Buccal mucosa	Source	18
SRR22983295	Buccal mucosa	Source	19
SRR22983298	Buccal mucosa	Source	1
SRR22983298	Buccal mucosa	Source	2
SRR22983298	Buccal mucosa	Source	3
SRR22983298	Buccal mucosa	Source	4
SRR22983298	Buccal mucosa	Source	5
SRR22983298	Buccal mucosa	Source	6
SRR22983298	Buccal mucosa	Source	7
SRR22983298	Buccal mucosa	Source	8
SRR22983298	Buccal mucosa	Source	9
SRR22983298	Buccal mucosa	Source	10
SRR22983298	Buccal mucosa	Source	11
SRR22983298	Buccal mucosa	Source	12
SRR22983298	Buccal mucosa	Source	13
SRR22983298	Buccal mucosa	Source	14
SRR22983298	Buccal mucosa	Source	15
SRR22983298	Buccal mucosa	Source	16
SRR22983298	Buccal mucosa	Source	17
SRR22983298	Buccal mucosa	Source	18
SRR22983298	Buccal mucosa	Source	19
SRR22983305	Buccal mucosa	Source	1
SRR22983305	Buccal mucosa	Source	2
SRR22983305	Buccal mucosa	Source	3
SRR22983305	Buccal mucosa	Source	4
SRR22983305	Buccal mucosa	Source	5
SRR22983305	Buccal mucosa	Source	6
SRR22983305	Buccal mucosa	Source	7
SRR22983305	Buccal mucosa	Source	8
SRR22983305	Buccal mucosa	Source	9
SRR22983305	Buccal mucosa	Source	10
SRR22983305	Buccal mucosa	Source	11
SRR22983305	Buccal mucosa	Source	12
SRR22983305	Buccal mucosa	Source	13
SRR22983305	Buccal mucosa	Source	14
SRR22983305	Buccal mucosa	Source	15
SRR22983305	Buccal mucosa	Source	16
SRR22983305	Buccal mucosa	Source	17
SRR22983305	Buccal mucosa	Source	18
SRR22983305	Buccal mucosa	Source	19
SRR22983306	Buccal mucosa	Source	1
SRR22983306	Buccal mucosa	Source	2
SRR22983306	Buccal mucosa	Source	3
SRR22983306	Buccal mucosa	Source	4
SRR22983306	Buccal mucosa	Source	5
SRR22983306	Buccal mucosa	Source	6
SRR22983306	Buccal mucosa	Source	7
SRR22983306	Buccal mucosa	Source	8
SRR22983306	Buccal mucosa	Source	9
SRR22983306	Buccal mucosa	Source	10
SRR22983306	Buccal mucosa	Source	11
SRR22983306	Buccal mucosa	Source	12
SRR22983306	Buccal mucosa	Source	13
SRR22983306	Buccal mucosa	Source	14
SRR22983306	Buccal mucosa	Source	15
SRR22983306	Buccal mucosa	Source	16
SRR22983306	Buccal mucosa	Source	17
SRR22983306	Buccal mucosa	Source	18
SRR22983306	Buccal mucosa	Source	19
SRR22983308	Buccal mucosa	Source	1
SRR22983308	Buccal mucosa	Source	2
SRR22983308	Buccal mucosa	Source	3
SRR22983308	Buccal mucosa	Source	4
SRR22983308	Buccal mucosa	Source	5
SRR22983308	Buccal mucosa	Source	6
SRR22983308	Buccal mucosa	Source	7
SRR22983308	Buccal mucosa	Source	8
SRR22983308	Buccal mucosa	Source	9
SRR22983308	Buccal mucosa	Source	10
SRR22983308	Buccal mucosa	Source	11
SRR22983308	Buccal mucosa	Source	12
SRR22983308	Buccal mucosa	Source	13
SRR22983308	Buccal mucosa	Source	14
SRR22983308	Buccal mucosa	Source	15
SRR22983308	Buccal mucosa	Source	16
SRR22983308	Buccal mucosa	Source	17
SRR22983308	Buccal mucosa	Source	18
SRR22983308	Buccal mucosa	Source	19
SRR22983318	Buccal mucosa	Source	1
SRR22983318	Buccal mucosa	Source	2
SRR22983318	Buccal mucosa	Source	3
SRR22983318	Buccal mucosa	Source	4
SRR22983318	Buccal mucosa	Source	5
SRR22983318	Buccal mucosa	Source	6
SRR22983318	Buccal mucosa	Source	7
SRR22983318	Buccal mucosa	Source	8
SRR22983318	Buccal mucosa	Source	9
SRR22983318	Buccal mucosa	Source	10
SRR22983318	Buccal mucosa	Source	11
SRR22983318	Buccal mucosa	Source	12
SRR22983318	Buccal mucosa	Source	13
SRR22983318	Buccal mucosa	Source	14
SRR22983318	Buccal mucosa	Source	15
SRR22983318	Buccal mucosa	Source	16
SRR22983318	Buccal mucosa	Source	17
SRR22983318	Buccal mucosa	Source	18
SRR22983318	Buccal mucosa	Source	19
SRR22983322	Buccal mucosa	Source	1
SRR22983322	Buccal mucosa	Source	2
SRR22983322	Buccal mucosa	Source	3
SRR22983322	Buccal mucosa	Source	4
SRR22983322	Buccal mucosa	Source	5
SRR22983322	Buccal mucosa	Source	6
SRR22983322	Buccal mucosa	Source	7
SRR22983322	Buccal mucosa	Source	8
SRR22983322	Buccal mucosa	Source	9
SRR22983322	Buccal mucosa	Source	10
